,location,total_sqft,bath,balcony,price,bhk
10300,Kanakpura Road,1452.0,3.0,3,5560000.0,3.0
10301,Domlur,1246.0,2.0,1,9500000.0,2.0
10302,Yelahanka,1890.0,4.0,2,8500000.0,3.0
10303,Electronic City Phase II,972.0,2.0,1,4000000.0,2.0
10304,5th Block Jayanagar,10624.0,4.0,2,234000000.0,4.0
10305,Brookefield,1500.0,5.0,3,16000000.0,4.0
10306,Electronic City,630.0,1.0,1,3370000.0000000005,1.0
10307,Kothanur,1050.0,5.0,0,8000000.0,8.0
10308,Shingapura,1255.0,2.0,1,6000000.0,3.0
10309,Ramamurthy Nagar,1900.0,4.0,2,18500000.0,4.0
10310,Doddaballapur,2440.0,3.0,1,14200000.0,3.0
10311,Kanakpura Road,1938.0,3.0,3,9269000.0,3.0
10312,Bannerghatta Road,1711.0,3.0,2,12500000.0,3.0
10313,Nagarbhavi,1200.0,4.0,3,24000000.0,5.0
10314,CV Raman Nagar,1392.0,2.0,1,9500000.0,2.0
10315,Haralur Road,1225.0,2.0,1,7700000.0,2.0
10316,Sarjapur  Road,3418.0,3.0,1,23500000.0,4.0
10317,Green Glen Layout,1750.0,3.0,2,12000000.0,3.0
10318,Subramanyapura,1260.0,2.0,1,8000000.0,3.0
10319,Sarjapur  Road,691.0,1.0,1,3110000.0,1.0
10320,BTM 2nd Stage,2400.0,3.0,2,40000000.0,4.0
10321,Haralur Road,1285.0,2.0,1,7800000.0,2.0
10322,Hebbal,1590.0,3.0,2,9600000.0,3.0
10323,9th Phase JP Nagar,1571.0,3.0,2,6500000.0,3.0
10324,Hebbal Kempapura,2800.0,5.0,1,22000000.0,5.0
10325,Garudachar Palya,1060.0,2.0,1,4866000.0,2.0
10326,Hennur,1255.0,2.0,1,5800000.0,2.0
10327,Govindapura,702.0,4.0,0,6500000.0,4.0
10328,Lal Bahadur Shastri Nagar,2400.0,2.0,2,18500000.0,3.0
10329,Bannerghatta Road,1520.0,2.0,3,8100000.0,3.0
10330,Kanakpura Road,1430.0,2.6926096474673513,1,7098999.999999999,3.0
10331,Gollahalli,1170.0,2.0,1,4551000.0,2.0
10332,OMBR Layout,1580.0,3.0,2,7500000.0,3.0
10333,Ardendale,1777.26,3.0,2,8900000.0,3.0
10334,Raja Rajeshwari Nagar,1303.0,2.0,2,5578000.0,2.0
10335,Kodichikkanahalli,1680.0,2.0,3,5900000.0,2.0
10336,Whitefield,1495.0,2.0,1,7000000.0,3.0
10337,Yelahanka,1835.0,3.0,1,10800000.0,3.0
10338,Banjara Layout,610.0,3.0,1,6000000.0,3.0
10339,Nagawara Junction,1080.0,2.0,2,3800000.0,2.0
10340,Electronic City,1025.0,2.0,1,2961000.0,2.0
10341,Haralur Road,1225.0,2.0,1,6748000.0,2.0
10342,Balagere,656.0,1.0,1,3477000.0000000005,1.0
10343,Sarjapur  Road,994.0,2.0,2,4500000.0,2.0
10344,Thirupalya,1025.0,2.0,1,6500000.0,2.0
10345,Marathahalli,1156.0,2.0,2,5200000.0,2.0
10346,JP Nagar,1250.0,2.0,2,6000000.0,2.0
10347,Kundalahalli,3092.0,4.0,3,23000000.0,4.0
10348,Hegde Nagar,1930.0,4.0,2,12200000.0,3.0
10349,New Thippasandra,1020.0,2.0,1,7000000.0,2.0
10350,Kumaraswami Layout,1310.0,2.0,1,7000000.0,3.0
10351,Jalahalli,610.0,1.0,0,2756500.0,1.0
10352,Kanakpura Road,1322.0,2.0,3,7000000.0,2.0
10353,Kothanur,1160.0,2.0,2,5700000.0,2.0
10354,5th Block Hbr Layout,1100.0,2.0,2,4800000.0,2.0
10355,Lakshminarayana Pura,1720.0,3.0,3,15000000.0,3.0
10356,Hosur Road,1689.0,3.0,2,10300000.0,3.0
10357,Chikkalasandra,1090.0,2.0,1,4742000.0,2.0
10358,KR Puram,2000.0,2.0,0,7500000.0,2.0
10359,Venugopal Reddy Layout,1155.0,2.0,2,6900000.0,2.0
10360,Vishveshwarya Layout,4000.0,6.0,0,23000000.0,6.0
10361,Sarjapur  Road,3913.0,5.0,0,17600000.0,4.0
10362,Hebbal,3520.0,5.0,2,32000000.0,3.0
10363,JP Nagar,1125.0,2.0,2,3997999.9999999995,2.0
10364,Yelahanka,1847.0,3.0,3,9200000.0,3.0
10365,7th Phase JP Nagar,1515.0,2.0,1,7600000.0,3.0
10366,Raja Rajeshwari Nagar,3450.0,7.0,2,22500000.0,8.0
10367,Yelahanka,2500.0,3.0,1,12000000.0,5.0
10368,Sarjapur  Road,1130.0,2.0,2,5500000.0,2.0
10369,Bellandur,1049.0,2.0,1,5100000.0,2.0
10370,Amruthahalli,2650.0,4.0,0,17500000.0,3.0
10371,Varthur Road,850.0,2.0,1,2540000.0,2.0
10372,Badavala Nagar,1842.0,3.0,2,11500000.0,3.0
10373,Govindaraja Nagar Ward,2600.0,5.0,3,37000000.0,5.0
10374,Jakkur,1282.0,2.0,1,7200000.0,2.0
10375,Kalena Agrahara,800.0,2.0,1,4000000.0,2.0
10376,Gidada Konnenahalli,1200.0,4.0,2,24000000.0,4.0
10377,Chandapura,1190.0,2.0,2,3035000.0,3.0
10378,Magadi Road,1318.0,2.0,1,6800000.0,3.0
10379,Kanakpura Road,1698.0,2.0,1,10500000.0,2.0
10380,Jayanagar,2030.0,2.0,1,18200000.0,3.0
10381,Kammasandra,1276.0,2.0,1,3190000.0,3.0
10382,Shikaripalya,1555.0,2.0,1,6700000.0,3.0
10383,Sarjapur  Road,1881.0,3.0,2,14500000.0,3.0
10384,frazertown,2900.0,3.0,2,32500000.0,3.0
10385,Yelahanka,1890.0,3.0,2,10900000.0,3.0
10386,M V Extenstion,900.0,5.0,1,13500000.0,5.0
10387,Old Madras Road,935.0,2.0,1,3200000.0,2.0
10388,Cox Town,1000.0,2.0,3,5800000.0,2.0
10389,Singasandra,1510.0,3.0,2,7500000.0,3.0
10390,Uttarahalli,1120.0,2.0,1,5000000.0,2.0
10391,Ananth Nagar,930.0,2.0,1,2599000.0,2.0
10392,Electronic City,1160.0,2.0,2,4200000.0,3.0
10393,Raja Rajeshwari Nagar,1419.0,2.0,2,4810000.0,2.0
10394,Talaghattapura,1175.0,2.0,2,6200000.0,2.0
10395,Bellandur,1350.0,2.0,1,6300000.0,3.0
10396,Malleshwaram,2215.0,3.0,2,33000000.0,3.0
10397,Attibele,996.0,2.0,1,2490000.0,2.0
10398,Anjanapura,1076.0,2.0,1,3013000.0,2.0
10399,Off Bannergatta road,2180.0,4.0,3,11500000.0,4.0
10400,Kasavanhalli,1715.0,3.0,3,11200000.0,3.0
10401,Hebbal,1072.0,2.0,2,4500000.0,2.0
10402,Panathur,1230.0,2.0,1,8000000.0,2.0
10403,Murugeshpalya,1600.0,2.0,1,6500000.0,3.0
10404,Thanisandra,1411.0,3.0,1,9325000.0,3.0
10405,Rayasandra,3600.0,5.0,3,14500000.0,5.0
10406,Jalahalli,2404.0,3.0,2,13800000.0,3.0
10407,Sahakara Nagar,1200.0,4.0,1,19000000.0,4.0
10408,Nagarbhavi,1200.0,3.0,2,22600000.0,3.0
10409,Doddathoguru,1208.0,3.0,1,4500000.0,3.0
10410,Yeshwanthpur,1700.0,5.0,2,30000000.0,5.0
10411,Haralur Road,1225.0,2.0,1,6984000.0,2.0
10412,Hebbal,1162.0,2.0,1,6900000.0,2.0
10413,Thanisandra,1262.0,2.0,1,6500000.0,3.0
10414,Konanakunte Cross,1050.0,2.0,2,3500000.0,2.0
10415,Electronic City Phase II,1160.0,2.0,1,3351000.0,2.0
10416,Channasandra,1500.0,3.0,1,6195000.0,3.0
10417,Vaderahalli,1610.0,3.0,3,8500000.0,3.0
10418,Whitefield,1340.0,2.0,2,4100000.0,2.0
10419,Sarjapur  Road,2275.0,4.0,2,18200000.0,3.0
10420,Budigere,1162.0,2.0,1,5800000.0,2.0
10421,Manorayana Palya,1500.0,2.0,0,14500000.0,2.0
10422,Hiremath Layout,3150.0,3.0,1,13500000.0,4.0
10423,Hosa Road,1170.0,2.0,2,6500000.0,2.0
10424,Sarjapur  Road,980.0,2.0,1,2500000.0,2.0
10425,Channasandra,1800.0,3.0,2,6000000.0,3.0
10426,Banashankari Stage VI,1423.0,2.0,1,7173000.0,3.0
10427,Kaggadasapura,1106.0,2.0,3,4000000.0,2.0
10428,Kereguddadahalli,1105.0,2.0,2,2760000.0,2.0
10429,Cunningham Road,7500.0,6.0,2,180000000.0,4.0
10430,Tirumanahalli,1255.0,2.0,1,5670000.0,2.0
10431,Sarjapur  Road,1525.0,2.0,2,6500000.0,3.0
10432,Babusapalaya,1061.0,2.0,1,3895000.0000000005,2.0
10433,Hoskote near,600.0,2.0,2,2950000.0,2.0
10434,Electronic City Phase II,1400.0,2.0,2,4045000.0000000005,3.0
10435,Domlur,2100.0,3.0,2,14500000.0,3.0
10436,Electronic City,660.0,1.0,1,1650000.0,2.0
10437,Kengeri,633.0,1.0,1,1800000.0,2.0
10438,Indira Nagar,1260.0,2.0,3,12000000.0,2.0
10439,ITPL,854.0,2.0,0,5543000.0,2.0
10440,Hennur Road,2047.0,3.0,2,6755000.0,3.0
10441,"Haralur Road,",2597.0,4.0,3,18900000.0,4.0
10442,Bellandur,1211.0,2.0,1,6300000.0,2.0
10443,Hennur Road,1904.0,3.0,2,12900000.0,3.0
10444,Balagere,1205.0,2.0,1,7387000.0,2.0
10445,Yeshwanthpur,1164.0,2.0,2,6408000.0,2.0
10446,Mahaganapathy Nagar,1410.0,2.0,2,7300000.0,2.0
10447,Green View Layout,1150.0,2.0,1,4200000.0,2.0
10448,Udayapur Village,1170.0,2.0,2,5311000.0,2.0
10449,Hennur,1420.0,2.0,1,6200000.0,2.0
10450,Panathur,1125.0,2.0,2,4500000.0,2.0
10451,NRI Layout,1789.0,3.0,3,7500000.0,3.0
10452,Hulimavu,1021.0,2.0,1,7600000.0,2.0
10453,Ananth Nagar,1074.0,2.0,2,2685000.0,2.0
10454,Kalena Agrahara,1222.0,2.0,3,4800000.0,2.0
10455,Hennur Road,1981.0,3.0,1,13400000.0,3.0
10456,Yelachenahalli,1103.0,2.0,2,5500000.0,2.0
10457,Adugodi,1201.0,2.0,1,6500000.0,2.0
10458,Sarjapur  Road,970.0,2.0,1,3600000.0,2.0
10459,Sarjapur,920.0,2.0,2,3300000.0,2.0
10460,Yeshwanthpur,1520.0,3.0,3,8500000.0,3.0
10461,Chikkathoguru,675.0,3.0,2,7500000.0,3.0
10462,Sonnenahalli,1268.0,2.0,1,7500000.0,3.0
10463,Thippasandra,660.0,1.0,0,3000000.0,1.0
10464,Harlur,1755.0,3.0,2,11500000.0,3.0
10465,Hoskote,945.0,2.0,1,3500000.0,2.0
10466,8th Phase JP Nagar,500.0,1.0,1,3300000.0,1.0
10467,Harlur,2650.0,4.0,0,15350000.0,4.0
10468,Bommenahalli,1632.0,3.0,0,14000000.0,4.0
10469,Rachenahalli,1167.0,2.0,2,3750000.0,2.0
10470,Domlur,1276.0,2.0,2,8000000.0,2.0
10471,Thanisandra,1234.0,2.0,2,5100000.0,2.0
10472,Lakshminarayana Pura,1180.0,2.0,1,7500000.0,2.0
10473,ISRO Layout,1370.0,2.0,2,8700000.0,3.0
10474,Chandapura,1015.0,2.0,2,2588000.0,2.0
10475,RK Colony,1200.0,9.0,3,23000000.0,9.0
10476,Electronic City,1400.0,3.0,1,9000000.0,3.0
10477,Whitefield,1500.0,6.0,3,15500000.0,5.0
10478,Bagalakunte,1050.0,2.0,0,4000000.0,2.0
10479,Ramagondanahalli,1251.0,2.0,1,4600000.0,2.0
10480,Yeshwanthpur,1677.0,3.0,1,9213000.0,3.0
10481,Sarjapur  Road,1346.0,2.0,1,6738000.0,2.0
10482,Electronic City Phase II,1090.0,2.0,1,3148000.0,2.0
10483,2nd Stage Nagarbhavi,1200.0,4.0,3,24000000.0,5.0
10484,Kanakapura,1290.0,2.0,3,5110000.0,3.0
10485,Rajaji Nagar,7514.0,7.0,1,150000000.0,5.0
10486,Sarjapur  Road,1881.0,3.0,2,14500000.0,3.0
10487,Garudachar Palya,1150.0,2.0,2,5200000.0,2.0
10488,2 Bedroom Furnished Farm House in Kolar Road,54450.0,2.0,2,20000000.0,2.0
10489,Sarjapur,2690.0,3.0,2,29500000.0,3.0
10490,Kanakpura Road,1200.0,2.0,2,4200000.0,3.0
10491,Rajapura,86.72,2.0,2,4000000.0,2.0
10492,Dairy Circle,2735.0,4.0,2,34000000.0,3.0
10493,Austin Town,950.0,2.0,0,6500000.0,2.0
10494,Bommasandra Industrial Area,1491.0,3.0,3,4050000.0,3.0
10495,Ramamurthy Nagar,1050.0,2.0,1,5166000.0,2.0
10496,Hoodi,1660.0,3.0,2,13100000.0,3.0
10497,Nagavarapalya,1134.0,2.0,2,5500000.0,2.0
10498,Hebbal,1100.0,2.0,1,6000000.0,2.0
10499,Magadi Road,800.0,4.0,1,6000000.0,4.0
10500,Anekal,1200.0,2.0,1,3610000.0,2.0
10501,Nagarbhavi,1200.0,4.0,3,24000000.0,4.0
10502,kg halli jalhalli west,980.0,3.0,1,8000000.0,3.0
10503,Vasatha Vallbha Nagar,1080.0,2.0,1,3779999.9999999995,2.0
10504,CV Raman Nagar,705.0,2.0,1,5000000.0,1.0
10505,BAGUR ROAD,1200.0,2.0,2,3500000.0,3.0
10506,Anandapura,1200.0,2.0,1,5000000.0,2.0
10507,Talaghattapura,1804.0,3.0,2,12700000.0,3.0
10508,Sidedahalli,750.0,2.0,0,2000000.0,2.0
10509,Shanti Nagar,420.0,1.0,1,2500000.0,2.0
10510,Malleshwaram,2800.0,4.0,2,25200000.0,4.0
10511,Battarahalli,1090.0,2.0,2,3836999.9999999995,2.0
10512,R.T. Nagar,1500.0,2.0,0,23000000.0,2.0
10513,Electronic City,1287.0,3.0,1,5500000.0,3.0
10514,Thigalarapalya,2215.0,4.0,2,15700000.0,3.0
10515,Kadubeesanahalli,2800.0,4.0,1,37500000.0,4.0
10516,Sarjapur  Road,1045.0,2.0,2,4215000.0,2.0
10517,Hormavu,1263.0,2.0,1,4736000.0,2.0
10518,Whitefield,1431.0,3.0,2,8500000.0,3.0
10519,Dommasandra,999.0,2.0,2,3290000.0,2.0
10520,Vittasandra,1650.0,3.0,2,8550000.0,3.0
10521,Lavakusha Nagar,1535.0,3.0,1,7200000.0,3.0
10522,Marathahalli,2524.0,5.0,2,18000000.0,4.0
10523,Kanakpura Road,1300.0,3.0,2,6900000.0,3.0
10524,1st Block HRBR Layout,600.0,3.0,2,12500000.0,3.0
10525,7th Phase JP Nagar,2095.0,3.0,2,15000000.0,3.0
10526,Yelahanka New Town,284.0,1.0,1,800000.0,1.0
10527,Ananth Nagar,500.0,1.0,1,1400000.0,1.0
10528,Nallurhalli,1265.0,2.0,2,6800000.0,2.0
10529,Kudlu Gate,1215.0,2.0,1,4496000.0,2.0
10530,Yelahanka New Town,2200.0,2.0,0,18000000.0,2.0
10531,Electronics City Phase 1,1028.0,2.0,1,5100000.0,2.0
10532,Hegde Nagar,1835.0,2.0,1,9200000.0,3.0
10533,Munnekollal,1800.0,3.0,3,6500000.0,3.0
10534,1st Phase JP Nagar,2077.0,3.0,3,17500000.0,3.0
10535,Sarjapur  Road,2880.0,3.0,2,21100000.0,4.0
10536,Balepet,499.0,5.0,0,8900000.0,6.0
10537,Dasanapura,708.0,2.0,1,3115000.0,2.0
10538,Basavangudi,1200.0,2.0,3,12000000.0,2.0
10539,Hosakerehalli,925.0,2.0,1,4625000.0,2.0
10540,Bannerghatta Road,2826.0,3.0,1,14800000.0,3.0
10541,Kanakpura Road,381.0,1.0,0,3365999.9999999995,1.0
10542,Annasandrapalya,3500.0,4.0,0,15000000.0,4.0
10543,Bileshivale,5400.0,4.0,1,25000000.0,4.0
10544,9th Block Jayanagar,1000.0,5.0,2,20000000.0,4.0
10545,Amruthahalli,1450.0,2.0,1,9000000.0,3.0
10546,Kasavanhalli,1100.0,2.0,1,6500000.0,2.0
10547,Kadubeesanahalli,1185.0,2.0,3,5500000.0,2.0
10548,9th Phase JP Nagar,1900.0,4.0,2,8000000.0,4.0
10549,TC Palaya,1200.0,2.0,1,7000000.0,2.0
10550,Shettigere,660.0,1.0,1,3500000.0,1.0
10551,Ambedkar Nagar,1920.0,4.0,2,12100000.0,3.0
10552,Jalahalli,1200.0,2.0,0,13000000.0,2.0
10553,Sarjapur  Road,3418.0,2.6926096474673513,1,22200000.0,4.0
10554,1st Phase JP Nagar,4550.0,2.0,1,24000000.0,4.0
10555,Bhoganhalli,1205.0,2.0,1,6831999.999999999,2.0
10556,Haralur Road,1200.0,2.0,2,4600000.0,2.0
10557,Akshaya Nagar,1421.0,2.0,2,7300000.0,3.0
10558,6th Phase JP Nagar,1250.0,3.0,3,4890000.0,3.0
10559,Whitefield,524.0,1.0,1,2900000.0,1.0
10560,HSR Layout,4200.0,5.0,1,24500000.0,5.0
10561,Thubarahalli,1540.0,3.0,1,9000000.0,3.0
10562,Sarjapur  Road,984.0,2.0,1,4591000.0,2.0
10563,Rachenahalli,985.0,2.0,1,5017000.0,2.0
10564,Whitefield,2830.0,4.0,3,16100000.0,4.0
10565,Byrasandra,1140.0,2.0,3,6000000.0,2.0
10566,5th Block Hbr Layout,3600.0,5.0,3,13000000.0,5.0
10567,Begur Road,1410.0,2.0,3,4442000.0,3.0
10568,Raja Rajeshwari Nagar,1700.0,2.0,2,8600000.0,3.0
10569,Devanahalli,1230.0,2.0,0,6242500.0,2.0
10570,Electronic City,1800.0,3.0,2,70000000.0,4.0
10571,Dasarahalli,1333.0,2.0,1,8665000.0,2.0
10572,Electronic City,1258.0,2.0,1,8550000.0,2.0
10573,Dodda Nekkundi Extension,1458.0,2.0,2,8700000.0,3.0
10574,Electronic City,1386.0,2.0,1,8500000.0,2.0
10575,Electronic City Phase II,1140.0,2.0,1,3292000.0,2.0
10576,Electronic City,550.0,1.0,1,2700000.0,1.0
10577,Lakshminarayana Pura,1200.0,2.0,3,8300000.0,2.0
10578,Belathur,1081.0,2.0,1,3900000.0,2.0
10579,Whitefield,2135.0,3.0,2,14900000.0,4.0
10580,Whitefield,2500.0,4.0,0,10000000.0,4.0
10581,Pampa Extension,1178.0,2.0,1,8000000.0,2.0
10582,Devarachikkanahalli,991.0,2.0,2,4000000.0,2.0
10583,Gottigere,1493.0,2.0,3,9000000.0,3.0
10584,Subramanyapura,2495.0,3.0,3,13000000.0,3.0
10585,Kammasandra,1080.0,2.0,1,3199000.0,2.0
10586,Dasanapura,814.0,2.0,1,5300000.0,2.0
10587,Electronic City,1025.0,2.0,1,5000000.0,2.0
10588,Bannerghatta Road,1115.0,2.0,1,6100000.0,2.0
10589,Whitefield,3075.0,2.0,3,18800000.0,4.0
10590,RMC YARD,1900.0,3.0,0,16200000.0,7.0
10591,Whitefield,1760.0,3.0,2,16000000.0,3.0
10592,Attur Layout,4000.0,8.0,1,15000000.0,7.0
10593,Marathahalli,3090.0,4.0,1,35000000.0,4.0
10594,Varsova Layout,2700.0,4.0,3,29500000.0,4.0
10595,Hanumanth Nagar,1175.0,2.0,2,5286000.0,2.0
10596,Hebbal,4235.0,5.0,3,36400000.0,4.0
10597,KR Puram,1100.0,2.0,2,4500000.0,2.0
10598,Banashankari Stage VI,1200.0,7.0,1,17500000.0,8.0
10599,Banashankari,1450.0,2.0,2,5075000.0,2.0
10600,6th Phase JP Nagar,1810.0,3.0,3,13100000.0,3.0
10601,Gunjur Palya,1426.0,2.0,3,7100000.0,3.0
10602,Sector 7 HSR Layout,2400.0,2.0,3,19500000.0,3.0
10603,Kalyan nagar,1100.0,2.0,1,7000000.0,2.0
10604,Electronic City Phase II,650.0,1.0,1,3500000.0,1.0
10605,Old Madras Road,1350.0,3.0,2,4725000.0,3.0
10606,Kaikondrahalli,900.0,2.0,1,2700000.0,2.0
10607,Billekahalli,1360.0,2.0,3,11000000.0,2.0
10608,Yeshwanthpur,674.0,1.0,1,3685000.0,1.0
10609,Whitefield,1655.0,3.0,2,11000000.0,3.0
10610,Cholanayakanahalli,1300.0,2.0,2,9500000.0,2.0
10611,"Panathur Road,",936.0,1.0,0,5300000.0,1.0
10612,Kaverappa Layout,1277.0,2.0,2,9200000.0,2.0
10613,Gkvk Layout,1200.0,2.0,1,5400000.0,2.0
10614,Hormavu,1015.0,2.0,1,3908000.0,2.0
10615,Budigere,1153.0,2.0,2,6000000.0,2.0
10616,Kengeri,1035.0,2.0,1,5150000.0,2.0
10617,KR Puram,3300.0,3.0,1,25500000.0,5.0
10618,Uttarahalli,1150.0,2.0,1,4600000.0,2.0
10619,Malleshwaram,1020.0,2.0,1,8000000.0,2.0
10620,Old Madras Road,3630.0,6.0,0,21250000.0,4.0
10621,8th Phase JP Nagar,1160.0,2.0,1,9500000.0,2.0
10622,Bisuvanahalli,1075.0,2.0,1,3100000.0,3.0
10623,Brookefield,1225.0,2.0,2,7200000.0,2.0
10624,Benson Town,5000.0,5.0,3,95000000.0,4.0
10625,Vivek Nagar,1600.0,2.0,1,16000000.0,2.0
10626,Malleshwaram,600.0,1.0,0,9000000.0,2.0
10627,Nagappa Reddy Layout,1350.0,3.0,2,6000000.0,3.0
10628,Kanakpura Road,1300.0,3.0,1,6900000.0,3.0
10629,Channasandra,830.0,2.0,1,3628000.0,2.0
10630,Hennur Road,1155.0,2.0,1,6918000.000000001,2.0
10631,Sarakki Nagar,3126.0,5.0,3,34500000.0,4.0
10632,Jalahalli,905.0,2.0,2,5500000.0,2.0
10633,Vijayanagar,1375.0,2.0,0,7500000.0,3.0
10634,Rajankunte,1575.0,2.6926096474673513,1,3111000.0,2.0
10635,Electronic City,1140.0,2.0,2,3384000.0000000005,2.0
10636,Hormavu,1550.0,2.0,2,6000000.0,3.0
10637,Kannamangala,957.0,2.0,1,5500000.0,2.0
10638,9th Phase JP Nagar,890.0,2.0,2,4500000.0,2.0
10639,KR Puram,3000.0,4.0,2,23500000.0,4.0
10640,Electronic City,1070.0,2.0,1,5500000.0,2.0
10641,Bendiganahalli,2400.0,5.0,1,15000000.0,5.0
10642,Domlur Layout,2400.0,4.0,2,59500000.0,4.0
10643,Rachenahalli,925.0,2.0,1,3700000.0,2.0
10644,Kammasandra,1415.0,2.0,2,6000000.0,2.0
10645,Mylasandra,500.0,2.0,0,8000000.0,1.0
10646,Thanisandra,1225.0,2.0,1,3700000.0,2.0
10647,Hennur Road,2000.0,4.0,0,9000000.0,4.0
10648,Whitefield,840.0,1.0,1,5700000.0,1.0
10649,Banashankari Stage III,1560.0,9.0,1,20000000.0,9.0
10650,Thanisandra,1732.0,3.0,1,11200000.0,3.0
10651,Parappana Agrahara,1200.0,1.0,0,4500000.0,1.0
10652,Bhoganhalli,1260.0,2.0,1,6990000.000000001,2.0
10653,Doddanakundi Industrial Area 2,1092.0,2.0,1,4900000.0,2.0
10654,Kachanayakanahalli,827.0,2.0,0,3400000.0,2.0
10655,Horamavu Banaswadi,1357.0,2.0,2,5400000.0,2.0
10656,Chamrajpet,650.0,1.0,1,4000000.0,2.0
10657,7th Phase JP Nagar,1370.0,2.0,1,5479000.0,3.0
10658,Whitefield,1725.0,3.0,2,10600000.0,3.0
10659,Jalahalli,1000.0,2.0,0,7000000.0,2.0
10660,TC Palaya,1350.0,1.0,0,5500000.0,1.0
10661,7th Phase JP Nagar,3200.0,4.0,2,35000000.0,4.0
10662,Bellandur,1717.0,3.0,2,11000000.0,3.0
10663,Kanakpura Road,700.0,2.0,1,3400000.0,2.0
10664,Shanthi Pura,800.0,2.0,1,3200000.0,2.0
10665,Rajaji Nagar,2367.0,4.0,3,34000000.0,3.0
10666,Sonnenahalli,1415.0,2.0,1,6500000.0,3.0
10667,7th Phase JP Nagar,1976.0,3.0,1,14500000.0,3.0
10668,Kambipura,883.0,2.0,1,3701000.0,2.0
10669,Yelahanka,700.0,1.0,1,3800000.0,1.0
10670,Sarjapur,1445.0,3.0,1,5000000.0,3.0
10671,Battarahalli,2082.0,3.0,2,10400000.0,3.0
10672,HSR Layout,1140.0,2.0,2,4600000.0,2.0
10673,Thanisandra,933.0,2.0,1,6600000.0,2.0
10674,NRI Layout,800.0,5.0,1,9550000.0,4.0
10675,Electronic City Phase II,1155.0,2.0,1,5700000.0,2.0
10676,Whitefield,1130.0,2.0,1,3600000.0,2.0
10677,Bannerghatta,1200.0,2.0,2,7320000.0,2.0
10678,Basaveshwara Nagar Yelahanka,1055.0,2.0,1,4300000.0,2.0
10679,Rajaji Nagar,1555.0,3.0,2,12500000.0,3.0
10680,Bellandur,1420.0,3.0,2,6200000.0,3.0
10681,Viviani Road,2214.0,3.0,2,35000000.0,3.0
10682,Devanahalli,658.0,1.0,1,2691000.0,1.0
10683,Bhoganhalli,896.9,2.0,1,7873999.999999999,2.0
10684,Giri Nagar,4000.0,3.0,2,75000000.0,4.0
10685,KR Puram,1035.0,2.0,2,4000000.0,2.0
10686,Whitefield,2064.0,5.0,2,22500000.0,4.0
10687,Keshava Nagar,1839.0,3.0,3,16000000.0,3.0
10688,Begur Road,1200.0,2.0,2,4400000.0,2.0
10689,Yelahanka New Town,488.0,1.0,1,2000000.0,1.0
10690,Banashankari Stage II,1200.0,2.0,1,19800000.0,3.0
10691,Sampangirama Nagar,2760.0,5.0,1,14000000.0,5.0
10692,Gunjur Palya,993.0,2.0,2,4200000.0,2.0
10693,Hoodi,1225.0,2.0,1,4500000.0,2.0
10694,TC Palaya,900.0,2.0,0,5500000.0,2.0
10695,Electronic City,1200.0,1.3,1,15000000.0,9.0
10696,Sompura,825.0,2.0,1,3200000.0,2.0
10697,Bellandur,3596.0,4.0,2,35900000.0,4.0
10698,Hosahalli Extension,1350.0,4.0,1,20300000.0,6.0
10699,Electronic City Phase II,1800.0,3.0,3,9200000.0,3.0
10700,Shankarapuram,925.0,2.0,1,10000000.0,2.0
10701,Kanakpura Road,1167.0,2.0,1,6300000.0,2.0
10702,Sarjapur,1150.0,2.0,1,4100000.0,2.0
10703,Byatarayanapura,650.0,1.0,1,5000000.0,1.0
10704,Sarjapur  Road,675.0,1.0,1,2700000.0,1.0
10705,Doctor Layout Rayasandra,2260.0,3.0,1,9000000.0,2.0
10706,Anwar Layout,660.0,1.0,0,3239000.0,1.0
10707,Whitefield,4800.0,4.0,2,60000000.0,3.0
10708,Yelahanka New Town,1100.0,2.0,1,5800000.0,2.0
10709,Pillanna Gardens,550.0,1.0,1,2000000.0,2.0
10710,Uttarahalli,1330.0,2.0,1,5800000.0,3.0
10711,Koramangala,1320.0,2.0,1,16000000.0,2.0
10712,Ulsoor,1685.0,4.0,2,18500000.0,3.0
10713,Ullal Uppanagar,2400.0,5.0,2,7500000.0,6.0
10714,Banashankari,1770.0,3.0,3,10800000.0,3.0
10715,Prithvi Layout,2100.0,3.0,3,12500000.0,3.0
10716,Pai Layout,1000.0,2.0,3,4200000.0,2.0
10717,Banashankari Stage VI,600.0,5.0,1,10500000.0,4.0
10718,Ramamurthy Nagar,2916.0,5.0,1,23000000.0,4.0
10719,Kanakpura Road,1419.59,2.0,1,6500000.0,3.0
10720,Kodihalli,1400.0,3.0,1,8100000.0,3.0
10721,Horamavu Agara,750.0,2.0,1,3749000.0,2.0
10722,Bannerghatta,1070.0,2.0,1,8700000.0,2.0
10723,Kannamangala,1536.0,3.0,1,10700000.0,3.0
10724,Koramangala,1710.0,3.0,2,21000000.0,3.0
10725,JP Nagar,2400.0,3.0,3,19600000.0,3.0
10726,Sarjapur  Road,1618.0,2.6926096474673513,1,10292000.0,3.0
10727,Electronic City,1342.0,2.0,1,7200000.0,2.0
10728,Chandra Layout,1600.0,3.0,2,13000000.0,3.0
10729,Kanakapura,938.0,1.0,1,5000000.0,1.0
10730,Budigere,1820.0,3.0,2,9900000.0,3.0
10731,Bhoganhalli,2439.0,4.0,3,17000000.0,4.0
